ticker,sharpes
A,0.5634443214060961
AAPL,0.1253668528477589
ABC,0.44601759352979176
ABT,0.5754966232980417
ADBE,1.0010925257597798
ADI,0.485158905229733
ADM,0.22936651868581123
ADP,1.0858741040774125
ADSK,0.9242172038381649
AEE,0.9036790945770008
AEP,0.6469298699917346
AES,0.33013868719794304
AFL,0.4061741625800354
AIG,-0.02202422747630073
AIV,0.8694388060051703
AIZ,0.9270016830985772
AKAM,0.41951983377280877
ALL,0.8865508361171436
AMAT,0.2848576732509105
AMGN,0.5182385213826278
AMP,0.5262209458576997
AMT,0.7808125801827139
AMZN,0.35413229764852694
AON,1.2358160985706863
APA,-0.17230822086511616
APD,0.44190070844027385
APH,0.8707783422201629
AVB,0.6909445718142454
AVY,0.5735857336160438
AXP,0.5831872366317921
AZO,0.5933564231026833
BA,0.5596397897432538
BAC,-0.542786340077939
BAX,0.582635893749466
BBY,0.3025255968720736
BDX,0.5297236979924564
BEN,0.2522187773990171
BIIB,0.21898771090584787
BK,0.18147309630189754
BMY,0.41227864624627636
BSX,0.18366683496763317
BXP,0.5534380143967924
C,-0.3577075634695065
CAG,0.47442302841340667
CAH,0.5018063016035257
CAT,0.14624678312347125
CB,0.9022575008625962
CBRE,0.40193677980345743
CCL,0.03417047727018854
CF,0.013318659298887495
CHRW,0.9276993475117447
CI,0.759058342391977
CINF,0.3948393822111534
CL,1.0406819217100118
CLX,0.7320380067715718
CMA,0.4153521125497982
CMCSA,0.4880067147887883
CME,0.4113903084094318
CMI,0.3220371265711071
CMS,0.9744072668814939
CNP,0.3859126885875228
COF,0.3467165148314461
COP,0.08941259972353821
COST,0.9995405951596023
CPB,0.8349517713536531
CRM,0.5941303791289889
CSCO,0.3954638016272646
CSX,0.6883825216400575
CTAS,0.8662693774348452
CTSH,0.4968582441953205
CTXS,0.5135038164745154
CVS,0.3151131175685938
CVX,0.19261847587536585
D,0.8702872641346994
DE,0.5574211321195784
DGX,0.7544660614556492
DHI,0.03827280521313454
DHR,0.6969974670081582
DIS,0.47938943165304626
DOV,0.5580683800678465
DRI,0.47402009254527555
DTE,0.9823604143137532
DUK,0.5411802164212203
DVA,0.43086574402810357
DVN,-0.39270399261383604
EA,0.3762228182232246
EBAY,0.4717965876308515
ECL,1.0399998359976605
ED,0.8611201686981612
EFX,1.0363811773248905
EIX,0.8499427419465773
EL,0.8588882063875981
EMN,0.2877335601419781
EMR,0.34839915152794937
EOG,-0.00028853049774106354
EQR,0.6530499543120275
ES,1.038542592730699
ETN,0.2779438725042292
ETR,0.5242210183519908
EXC,-0.02091839405430653
EXPD,0.7655746647069337
EXPE,0.4025824407009657
F,-0.7026509932756876
FAST,0.8120907352592195
FCX,-0.3165612063565122
FDX,0.31008063904865074
FE,0.102835291790613
FIS,1.2173492424496322
FISV,1.5398455438573546
FITB,0.16468296336585136
FLS,0.4338778129415057
FTI,0.16622780669945383
GD,0.53105067969408
GE,-0.20404812257208935
GILD,-0.21713206719481526
GIS,0.846227823499841
GLW,0.06950032038750704
GOOGL,-0.09465896076461819
GPC,0.43388434709543183
GPS,0.3081113519625206
GS,0.04865730028417459
GWW,0.8596734601757754
HAL,0.03475705658417833
HAS,0.2518456057680529
HBAN,-0.288131562149533
HD,0.9029893767598444
HES,-0.08503257915983578
HIG,0.2400306357210857
HOG,0.600237508999143
HON,0.46040973382830075
HPQ,0.8632101184547305
HRB,0.3765136958950894
HRL,0.851589444936291
HST,0.33533620818918675
HSY,1.2850619594062276
HUM,0.860487448767897
IBM,0.7976134523947545
ICE,0.4295630627675421
IFF,0.7505833015710793
INTC,0.8006322439173331
INTU,1.5709094041702247
IP,0.16708119603736982
IPG,0.4419240660613591
IRM,0.21970839604728717
ISRG,0.8169933845038131
ITW,0.6961101360268297
IVZ,-0.24668807659341552
JCI,0.7603011688152571
JNJ,0.458371547282922
JNPR,0.6559753937840475
JPM,0.31864289199939105
JWN,0.8025729398237635
K,0.591315347047584
KEY,0.05966850293367026
KIM,0.23660588245294656
KLAC,0.5860344483725018
KMB,0.8035994369457408
KO,0.6977831471795776
KR,0.6367709709730626
KSS,0.3470510316687714
L,0.34894723900031344
LEG,0.36227715020828255
LEN,-0.07805988890138413
LH,0.8105910939958768
LLY,0.6741455310218434
LMT,0.4811108753145105
LNC,0.2267294394165825
LOW,0.7562664590339958
LUV,0.23719779869876184
MA,0.63915853879761
MAR,1.01613151077911
MAS,0.289959997884833
MCD,0.5378759740304017
MCHP,0.25776228974409837
MCK,0.46290689537167434
MCO,0.9841526740844613
MDLZ,0.4428982420075393
MDT,0.5095701090254666
MET,0.1478427484428749
MKC,1.268428751441718
MMC,1.2780436638696708
MMM,0.5990418138776399
MO,0.4357233658500869
MRK,0.1800661053930908
MRO,-0.39511803405389717
MS,-0.24494424444157015
MSFT,0.6198972931593938
MSI,0.9558859242705656
MTB,0.31794840592278
MU,-0.43124417088420686
NDAQ,0.7234418878751563
NEE,1.115112280225554
NEM,-0.23708390087515396
NI,1.1873772678196095
NKE,0.8320896146544935
NOC,0.7466189139822047
NOV,0.08435120628770751
NSC,0.7781658671787925
NTAP,0.980424253837122
NTRS,0.4097782645757749
NUE,-0.23920172194341588
NVDA,0.1993682609738852
NWL,0.223791819909198
OMC,0.4029595491953167
ORCL,0.7742332272344556
ORLY,1.1354161681828878
OXY,-0.2796783396074581
PAYX,0.5725506391618705
PCAR,0.47385593145267685
PEG,0.3581544221555904
PEP,0.8326469025621835
PFE,0.4114065979894377
PFG,0.6747931619137696
PG,0.8485800437109079
PGR,0.9671665802301415
