,2009-07-01,2009-08-01,2009-09-01,2009-10-01,2009-11-01,2009-12-01,2010-01-01,2010-02-01,2010-03-01,2010-04-01,2010-05-01,2010-06-01,2010-07-01,2010-08-01,2010-09-01,2010-10-01,2010-11-01,2010-12-01,2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01
A,0.6761406808653767,3.803438206303385,-3.8933244388367267,4.138700833252539,-5.126585648374576,1.132191712228427,3.548793410786656,-4.605371520797595,0.44738114400406026,6.431821265223993,-6.652405733767848,0.31798570326610465,0.9943198243867819,0.45059074130873356,-1.8882752553513145,4.152200118147823,-2.2731682042453922,-1.056401389779821,0.0,4.975511688637523,-5.808488184965537,1.8073938916689514,-0.3647301111872858,-1.5695199213882254,0.8201222459398338,-0.9638264591252748,0.4232114109303926,0.34318235151813736,3.3706724184583017,-3.0935798449877163,0.0,-0.6089711664397108,1.024632958102048,0.6660291782189383,-1.5586745354690725,-0.10426710458050481,0.06931245186163348,0.49225147647314316,1.3713241455560423,-0.9050522645636905,-1.1744144688731613,3.208855264365271,-3.2685749431917754,2.108733128137948,-1.5977787757898643,-0.1634226011454829,2.5549383285549556,-1.748454098495709,-0.2522391871887937,0.08198336744723722,0.9460424892017816,-1.6726618595118814,2.2315252994595944,-0.5259970179148548,0.18492104667092857,-0.705066633434404,-0.09628918023918054,1.453737236563585,-1.6234234962187246,2.940060474644339,-2.8155129466661366,0.617075040586851,0.8223476212619882,-1.7362491888100289,3.062828946086075,-3.888559824152597,0.8823261259016704,0.6511993517472483,1.5252664859651324,0.3624092805626873,-2.459740538084829,-0.21759998687309512,0.29153808398705916,1.8175054048711914,-2.3611340065868367,-0.08372248903470059,3.7825697175567434,-4.202024606106509,3.0555958347356027,-1.8848478918519982,-1.1502103294172392,0.28329860016601494,1.7763568394002505e-15,1.7235286169861395,-0.2838281909634581,0.10669447436396062,2.735598022479225,-3.863713610752507,1.0027821207862209,-1.4607475431961685,1.7635374218124467,-0.5656764068929974,-0.23012201316565672,0.9998068703255454,-0.4869914650866001,-0.9611365691441733,0.9982463326809023,1.672490449383126,-2.2039092697579985,1.2470042636763532,0.2471413182963289,-1.3682373247979465,-0.10143085762410387,0.6314343600770131,-1.42544850547519,2.505626351853307,-1.9124539065557862,0.7831974351365876,0.9130297651162635,-2.079727529154069,0.9283828069980968,-0.39726176140204306,1.726053448648222,-1.964499733583069,-0.5627274162994702,3.122984141453218,-3.0348758485863288,0.8367128399433508,-0.6492197466174421,0.0665082829311947,2.1361810177011904,-1.2956747131387392,0.30998774488016423,-1.7408316177377534,1.4350000178702453,1.313320513755654,-1.2078585628609089,-1.3283513087563126
AAPL,1.7394797453795974,0.9146433801840708,-2.378330551465779,-0.4064501992222178,-0.4053411907172162,0.338140206747092,0.8530382215294168,-0.0951691956515539,-0.2668993396136736,1.1038729535888727,-1.7359099794712916,2.161625175158652,-1.900104825468166,1.6452183474918964,-0.9416701734117305,-0.1028180644215766,0.7888027043502648,0.790851197566993,1.6795147245141013,-3.0936336196695473,-0.4939377397228064,-0.07407382264813034,0.7092114712500655,0.0035089486615138554,-0.862966170940564,2.6033460834560485,-2.0270360251770283,-0.20181562983893553,2.4305577289413627,-2.365592034886249,1.6510893424174613,-0.3705356678882854,-0.42862564030729633,-0.9282301961279611,1.3866994880184933,-1.330169691270057,0.35699601499052314,-0.3875174292167376,1.9917189280565157,-2.168621129630611,2.271017636330006,0.12930844524528773,-3.195101431716627,1.2001682666716444,-0.3852546565626733,-0.5089469031025424,0.9248688964924252,0.7663513129525832,-1.1224850140032112,2.6729608679586185,-2.1122834541988764,-0.7652522784989375,1.0550001523779633,-0.5282135450479393,-0.03327528386614276,0.1354045272829616,0.8676907684153337,-0.3787719320313281,3.1539465142710412,-3.247016767841856,2.6645352591003757e-15,-0.5830453434342999,1.636642778801563,-1.7209959613081507,8.5050568469795,-9.286363669650656,0.3421462639015793,0.7607658692238646,-0.13852163689234942,1.1706627018938853,-1.834872501066311,3.035763307843305,-0.2597219336999874,-1.9874153194967432,-0.7656296532883649,1.7800676224575573,-1.1817183839870697,0.040282946814421905,-0.34199931949224194,5.466872235941084,-6.029813639065889,0.9778266605927728,1.8650491102005535,-1.0470803880156856,0.39960999764615046,-1.5907954140124767,1.2135278556637754,0.07549826285597305,-1.3918331553206489,0.864351947737215,0.13912814724125866,-0.743746748068788,-0.01877555919688323,5.273883833112574,-4.940396158757619,8.981398645863862,-7.380046423992075,-1.0342875208808406,0.43948404293505483,-0.35011211150538557,-1.2413110682508703,1.1320936831970618,-0.19350673790843675,0.956720515683422,-2.0171772289402683,7.386910737464076,-7.181521901737172,0.32122252216938296,0.754637304384449,-0.7484250867227678,1.06948622351325,0.6814864372944669,-1.9627647239249724,0.4697060153322017,0.801257665455152,0.8950939278751706,-0.5835678367071244,0.9365862727549281,-0.5669803944089509,-1.0403080259933573,-0.23622435265904862,-1.2379138142465913,1.4413628757479593,1.6068446635230371,-3.0334947569389805,2.8299789558982793,-2.153096836234721,-0.980756147678536
ABC,-1.2582075051146338,1.669548180067033,2.570404244551213,-3.8456899733293985,-0.47508296087548807,2.0502684257387944,-1.363268885499605,0.15481514272121633,1.3788445159883418,-1.6740704242138902,-0.28369539557213663,1.0520944809559927,-1.246412010590694,-0.6313653437178757,0.8022060620912432,0.0,1.8424916709900891,-1.429724186609243,0.0,1.1141947624901425,-1.3643517928806146,0.049406125359665154,0.19051875158998133,0.35308217940027475,-0.7314650926023747,0.11648751325377216,0.0,1.2962644402665937,-1.0994525847703587,0.9603964392327597,1.255741493963221,-2.3197892922240193,2.018967167648972,-0.5287576985826483,-0.5353325655549162,-0.5347666180520871,0.45376475584889775,-0.7997306948532206,0.49207949752992164,0.6823237632630237,-2.0549309966079976,0.7316818907979954,0.4724104542847751,-0.9125528120198152,0.4262897379998689,1.3618144197836983,0.2938908137462315,-0.7985075170160041,-1.0559629677017424,1.141061900855978,0.511812911818402,-1.7312397757925844,0.531968963345177,2.1595515641414993,-0.31670589670495275,-1.4950470724122136,0.8591472201878281,-0.008971957697289312,1.500635148756773,-0.391185411290488,-0.9711218181426942,-0.047611471839440256,-0.18292191346121278,-1.5508230639704772,1.8307238756092357,0.9043623289559086,-2.4989349782219525,0.2913686055752063,1.7000934958273977,-2.073914733621444,1.5762948032999216,0.14347914871465317,-0.31579455929493605,-0.975481938833247,-0.485099688463948,1.4568116233222872,-0.5523783419614912,0.1936167136071516,-0.10637324800705894,2.5765598808105565,-2.5737129336849547,2.6862392985303725,-3.2699718401193136,0.017536601414808395,0.07863322584606358,1.6496774768571107,0.9766896836370389,-1.9567127760141547,3.015258781139515,-0.31163061769129285,-3.6866635751450874,0.3895515997074508,4.872327360936492,-3.737939391043408,1.0222945817807574,-2.6138444191514667,1.5415824633486057,-1.2612417003009702,1.909490988474566,-1.9735142183742056,0.15168473350481104,-0.04458262133648816,0.0030267327845514558,-0.34399360623555264,-0.02442233133659144,0.26184716489019877,-0.09250302455204817,0.5889212246483408,-0.2667561983429243,-0.9726409993163538,2.572303373763443,3.292014305742983,-5.908666575881049,0.3345791903178168,1.817609605838733,-1.9987698632775364,1.0607456643177873,-0.3535700218443454,-0.6851200064377929,2.0394981612071197,0.8586209001778773,-1.8996907990285807,5.06365023904743,-4.142974338050408,-1.15477759718273,4.443620855524861,-5.050819036643352,-0.6688883546437152
ABT,-0.09940112661711975,-0.8546198729881294,4.060556556926263,-4.020315167679594,1.3265324046356621,-0.35539495442333013,-0.3250409551847193,0.9034591358507811,1.6143512067302854,-1.112630297084955,-0.9523809630618381,-0.660531249377339,2.289620982048432,-1.8696697330312482,-0.47472119634726173,3.908861214675925,-4.481377083323111,2.488694071309613,-1.790521130961749,3.1292742838310392,-3.537155176594778,1.4033865181367844,-0.237622711505165,-0.09208599457230804,-0.7287347014987677,-0.7898010577219692,0.9941091343455852,0.2424943788106111,0.9166553050027737,-0.7094614839158835,1.0384981509979525,0.0,-1.9101172106583393,1.5130771785829449,0.150126996592979,-1.4275720048984946,-0.6925422219272375,1.5934295239958711,3.32910026704935,-4.021288632661639,0.7620018676527271,1.3683013959296346,-3.106693022875643,3.464336554933907,-0.9249784343722158,-0.46745124106506886,0.17592179002625485,-2.2704300672929256,3.242377367659678,0.3822512912557219,-2.964970013720168,-0.4901737535758013,1.0198232187752287,0.15363132204045815,2.347255153440498,-3.4699982638851496,1.7509982351219078,3.3510812830690977,0.008205764209540334,-4.517252427688625,1.7763568394002505e-15,3.9202402676343233,-2.752022204457872,-1.927926102592016,0.7213369775855298,3.155001049273219,-3.543161559014024,0.057205370338205164,2.3315764718093703,-1.8912555007295557,4.808679051099224,-3.5162087455352857,0.5272329202904942,-1.5281817819496046,-0.7761982278591439,0.40657748373811575,0.19068234319039146,0.6071857697818359,0.23961829611264296,-2.7150704322235955,1.6086949085958002,-0.4192440390223471,-0.7725975407037486,2.708253379770685,-0.7761687901157011,-0.864896043770969,0.326140062158756,-0.42232784326752704,1.2088125519646624,-1.2461475115358907,2.4561589208253265,-2.836581204811336,1.6246487329286383,1.438972248024056,-0.21109287920406672,-2.398281012215321,1.6240997065031655,1.6238121487530233,-1.3793366990813016,-0.7956916197484771,1.3438099403991117,-1.4547561114208953,-0.5936397416346333,0.33632429981707723,-1.2958373268669021,1.510441158226504,-1.3562176258255523,1.0895959920597296,-0.13750278393814597,-0.0837696551479592,2.1889787946201746,-1.2559017940171815,-1.562693233324584,2.9763848716967125,-2.5751900311534692,0.1863511235649309,0.19285423293002157,-0.5629465542868921,0.5638653442316626,1.785358791923187,-0.5051233249120841,-1.8525865870693439,2.6427886059837142,-3.3699913666283914,0.41208342698983147,2.954830796523648,-1.2734794928948023,-1.9493933914398953
ADBE,1.3179207873767593,2.9388825846192628,-2.206344143079442,-1.172849074822155,0.06905926663678574,-0.6478722782846114,0.9485438995845863,1.73441206025751,-1.3391068205193566,0.36295635867302156,-2.0422313019904568,1.7466687054750922,0.37885572868421846,-0.9221359653792449,-0.8228210538622442,3.570639816909658,-0.7605275653805617,-1.560281583393742,-0.10364199090855042,0.10299353514927301,-1.1156871931305554,0.1485542348718485,0.252525322109058,0.22982827891590762,0.7359680535391444,-0.5439884416579419,-0.8651949497234943,0.26329461832076717,2.4678285744249155,-1.5697825008390165,4.94851119424054,-2.350230122748542,-2.5182766052172214,-0.4779664952953997,0.870765330878478,-1.4065318300835816,-0.0908839321721282,0.5629665166699835,-0.038769639219477625,3.1710654384166475,-2.733667241521365,-0.4626453527108776,-0.6771528553340231,2.190324776753518,-1.6147340048259116,5.057942407401441,-4.668592464423943,6.038815600318475,-6.939257279977793,3.295630829425714,-0.8007496646773493,-1.0988440553938235,0.0,0.07912001984417572,0.3101448143619665,-1.5681412410863746,-0.2476127184250969,5.624856175406503,-5.167173217724089,-0.23870617126100058,0.3823640554973844,3.56246313966915,-0.9572983963027646,-3.204031304718464,2.306176103620187,1.2068324978139486,-2.585922036207818,-0.6115192502052995,2.927921017476235,-3.1010905279582364,3.041149931833081,-1.357673117778421,-0.6479093246589134,1.6413767084870035,-2.3213696886960875,-0.14805996567258983,0.8453322363483977,0.32600050942901326,-0.8442161995485149,-0.34673035039138256,-0.5272172672734556,0.3505839655658547,0.32140903609445104,0.6510558383991611,1.3397608873261975,3.93438256316494,-5.019286125705859,0.7955320791454286,-1.1188118111524936,-1.3606582447073703,1.091285195961162,4.893920531103211,-4.726964395972286,0.9706709486782952,-0.4396673395426891,1.6968190719697152,-0.7584513086527753,2.122716195524342,-2.6743715389361276,-1.5749816622404467,2.8101901231403605,7.104389420907307,-3.6649984026533566,-2.8135800083477935,-3.6189764052158773,0.48092100194297593,-0.16952857966359236,1.9970664943079806,-1.285018995581713,-0.49797819558399326,0.5439776489875294,-0.6643080854006032,2.8141364223775707,-0.7057402357255729,-0.19617186571855072,0.8032882707061528,-1.853485727092841,-0.33315456782375463,-1.172850872321185,3.741856552782692,-1.8168266891622045,0.9854342635249811,-1.9247740010775747,-0.841512516882692,1.7841459075232926,0.5091459912083423,-1.5409803245414162,-0.21114981739800065
ADI,3.379279174897201,-3.035212818370092,-0.8099204865305625,-1.127549986373094,0.3220423493976541,1.0804276468976441,0.8986479430205927,-1.6231494778442643,-0.0014527631313825395,1.1768566479235334,-1.780789228983747,2.435866001765568,0.8298539903569839,-1.6567083583559814,-0.513996591867298,1.1253605616146896,0.20243002664521637,-1.839996859861655,1.1729132558048478,-0.987249718066014,-0.051227942731135734,-0.06378114631558685,1.4928025762759276,-1.9339059674515706,0.15008719048920982,-0.06250234982951053,1.1885940669087605,-1.0114702857529592,3.46220080858353,-3.2215960842226554,1.5866530882477576,0.5735642396596603,-0.6213244381923833,0.11484468916107549,0.4948885697034555,-0.6630715085886534,-1.5253497730988688,2.6798137965661493,-1.5497614635533905,0.6219642773721104,-2.3962408657180556,1.4411813462286016,-0.6619251965605004,0.029064918218749014,1.1903273417994393,-1.5059132227004528,1.424216744058878,5.488752596962122,-6.005925901341681,0.1172595938473826,0.6464652627696656,2.6041503171232705,-1.7763568394002505e-15,-3.48085901052208,2.6621910234482584,-0.08790633319386565,-2.162891983300387,-0.6207293193240719,-0.006037214117180945,3.181652456597437,-3.4527232384421334,0.6229663053565737,-0.32510590995159117,-0.7710840940949475,0.171795063698017,2.181049258940357,-1.170098903899425,-0.6698484465507599,0.6239011764775046,0.8188321721007696,-1.542096631676527,1.2950193591640717,-0.577953372780593,-0.5114614596093698,-0.061973777129191276,-0.6654523869930209,3.5904893042903137,-2.4315996203027215,-0.9469270657531985,1.9216537521119452,-1.5485337319798003,1.239455224827279,-1.7133632600446367,0.9247354748276093,0.09850546351129719,1.2587724601819463,-1.9201902222796692,1.3809643386016859,-1.1470273304731258,-1.4389771521222519,1.1700319489806321,1.266826952817091,-1.2602906001006984,3.483078636469516,-3.4633670891180968,-0.9985686241944385,2.0266488665620717,0.7911945502701734,-0.44312329076144685,-0.2072221620130401,-0.6060724442106773,2.8103745502477704,-1.6157675697833458,-0.236399499799691,-1.644090590720566,1.5384822681332322,-1.6539641700601257,1.0878664672454494,0.42127017231009845,-0.24381979481793703,-0.02432288090754664,0.4754959922042099,-2.450992697596279,0.5189030798685463,2.498317465364236,-1.9166434723076256,1.0769474990442216,-1.2645681040213832,0.035859652827546995,1.7363398283248097,-1.887628833898781,-0.39682527541528057,4.086964616636092,-4.4561166721084895,0.8978229872567454,4.455641535270027,2.8626771962184776,-7.370141885783938
ADM,-0.12175927826070332,3.264390061556532,-3.3171208391765807,1.3552738547254473,-1.3447645592766704,0.5299882383705343,0.04277728236434175,1.8313429454864947,-0.8985988986932805,0.23121192845375482,-0.7632514862519875,2.039785345160059,-2.221805627620232,-0.539749908252297,2.0558125264616844,1.9455149556193128,-0.41180574938074166,-1.9869027994264226,-0.5385762206225335,0.5770597485885212,-1.9504941568788263,1.635332127873368,-0.7860302001372741,-1.36186210346554,1.098185296867202,-0.06096987044956048,0.5679860644059591,-1.1135362167125384,1.3570258500099976,2.028172471957797,-1.6712767480303512,1.1005090701070621,-0.5568623015617078,-0.5883509936587545,-2.3379142321514506,1.2293784591295744,2.7924137794692445,-3.1528596556270068,1.708907627208478,-1.56344186216623,1.5810982441990786,-0.1149785244104109,-1.3062820418322554,1.4013190120666144,-0.806879699395882,2.834867399845548,-2.4469635975364152,-1.601615254733296,1.445906564072204,-0.6732406707024294,0.6531777974931439,2.395988877778734,-1.30770589018611,-1.9949211438763443,0.7035063418737275,-0.1943290459105409,-0.6103179051190715,6.72612643899018,-6.270225143231111,0.33828294335416587,-0.44972347691384673,1.0745361296174787,1.3578767697505576,-2.618810903113026,0.0,1.6813453768418176,-1.8082532293374713,-0.2086491586535275,1.0167625932233149,4.667314030745377,-5.520517684353854,2.3726842020642724,0.9528352015404327,-3.1028456677897287,-0.015388956898346962,1.1432841301673013,5.495483293188631,-4.51220127106483,1.4508358418038085,-3.89341462720684,0.734599916909775,-0.17723792790693338,2.5542150979062495,0.36213793717955944,-2.5994425448472978,0.17714059460644194,-0.5596490406071792,0.10260832667039743,-0.9900690949200492,0.10974189306850857,1.8575448690633003,-1.3523186561278635,0.019723587505632523,1.8428666622959655,0.09180434168289331,-2.1180641247088117,0.4479427015742452,0.577289635861117,-1.0915372896889326,4.672933103473255,-3.747493039045188,-1.0044881652452577,3.2124353521300737,-2.008873161046889,0.2321171954958139,-0.09606179780135626,-0.7702203674909711,4.996639235577179,-4.484134776144973,0.662279534747638,4.091679652196815,-4.879966729551985,-1.2044508869566375,4.625314596892295,-2.0749986021406244,-0.06473787385205831,-0.5388073260857764,-1.1283121127267615,0.465316006847571,0.5153767027142919,2.2595422763524695,0.8803948572642888,-1.954442215179812,-2.717500539476711,2.037930125440692,0.1074140489118296,-1.0877891338206478,-0.7585857439505324
ADP,2.5225025737600006,-1.9063774112455762,-0.3246389827926839,1.123961994976117,-1.106237317539966,3.4874619070305632,-3.620287887146536,3.89102521010836,-2.923638675903719,-0.5164359434881751,-0.9497738455774556,1.5747332601773696,-0.5947535030469799,0.343702594743613,-0.6968656341375716,0.49718962242860965,1.1333183970713012,-2.052663969085902,3.703406894237748,-3.479577637234759,0.34470321788449,0.8723345699274381,0.35011970858442876,-0.7563947510998519,-1.1682139722648626,0.15553321587554736,0.6620136166982267,0.2346399166135953,-0.5993335476711126,0.8607205380571097,0.41884840671156365,-0.06401162429228169,0.16543413797093542,1.8194551527447764,0.0005913597591167274,-2.588974832648508,-0.2391195640117143,-0.35761320269004404,1.3148582859250517,3.701990576739494,-4.62212098549928,0.7129008523727514,-1.177651654749548,0.2813560608795651,0.9295903439735431,4.864239167452876,-5.315946230048711,-0.22196913434527676,0.1473640905004956,-0.8093704994384949,3.0089797539321728,-1.654102463222804,3.7898507534669807,-2.2768053502941275,-1.4272175911660296,-0.4738790192195559,2.610575583778866,-2.234417265727153,0.3470513443959371,2.5387386925013224,-3.471811307119159,0.15177220280905512,0.4888490294852943,-1.5419112024419608,0.42045384483641346,0.3612989713404744,-0.15267896243988144,-0.37467871647306517,8.259518752438288,-6.944750075059167,-1.356328018541066,1.569032646759461,-1.546636031638002,1.3629790282321093,0.15432303920250057,5.050467871515064,-6.451856717153467,0.6519034756868125,-0.4091034021551998,-0.8107761589679665,0.7200871022382511,-0.2546287186184495,5.345086883506866,-4.127264917572674,-0.39400463547899367,0.19911194269511068,0.02742502867042962,-0.37882007908986637,0.955921778694881,0.9233022669440345,-1.303983294321439,-0.4185638410945698,-0.039260861813986914,1.662469200143308,-0.3333701704224463,-0.14633659661918408,0.36550716954714346,-2.3247725784577,0.8808066484122881,1.9267020602740246,-2.0588448312886767,2.2040460103623616,-1.445636882447535,-1.5528143466260804,0.29423312715023275,-0.07342629698718905,-1.1981345954951537,1.0706392688681161,7.57563521845989,-7.709523958499933,0.5606544301719092,1.1804138169260758,-1.8097658843391238,0.9483309675005103,0.041506431682193146,-0.6116629532010425,2.3303812000426625,-1.2250207200259169,-1.5816638204916549,1.6765410830996998,-0.4841311944721287,0.30732467974052824,0.15717029775825964,-0.999284749480581,1.9612428017879289,4.288956114806657,-5.752582082320989,-0.9547028044310002
ADSK,0.6969726731918513,5.65155867115425,-5.999462127068951,1.0866891371981953,-1.0296577846316377,0.8024755301595952,1.1406232645058791,0.6617397817111836,-0.8678511325240175,-0.8127023274249501,-0.45188766269345537,0.2515119780356869,0.44969797976257553,-0.9560714524613032,0.24150553723283785,-0.030523800418992497,-0.49675129657725314,0.3693426960829389,0.5962157436904008,-0.7542238309821747,0.23921664618356697,0.20942885587368298,4.646006772020334,-5.16499079972421,2.9155154640873224,-1.3938905903986951,-1.761980747943611,0.07150037892388506,0.9018705273817664,1.6275974009199574,-0.34898144826053734,-1.5369511233466766,2.96564476695624,-0.8860264027850899,-2.582648904610217,0.8067984718670735,-1.0226999382165514,2.1679743526471063,-0.4435656884547754,-1.2445580167638224,0.8293366469816466,-0.014991570817994848,-0.338001436129721,0.26947569546525774,1.7413454506828234,-0.42729291257169244,-2.166608323188865,1.7777842111242146,-0.19001037937099952,-1.026666420982397,0.7317347251874358,1.1755004075254618,-2.902741578674335,5.483905885498951,-4.11730969281612,0.1364270173983826,-1.1773200492100009,0.171097936885114,0.7241574418621299,0.4868523220015497,-0.9522680541532291,5.811205410030457,-5.314968760130688,-1.1847065374294243,0.8209148540878903,-0.16833749390475328,0.45394515867499674,-0.1130618352832764,-0.3033582870624292,0.026553127482206396,0.8581529321202259,0.0,0.9722265829626933,-0.6906657109273873,0.36458538777051785,-1.088552641965368,-1.1161803046699892,0.7251198647398795,-0.07406866574348392,-0.10149221513474505,-0.4747616664096066,0.4848467156991818,0.14951671814007605,1.3339271672735968,0.4492808817428804,-0.6951048226733247,3.3987117166842538,-2.7369514286497916,-2.2680269660611057,-0.3468853806953125,0.8531893922405529,2.59130358092093,-2.5526752746690757,1.4172150875933598,1.0337565165963865,-2.0122774855064014,-0.24199556696810554,3.7556301495320543,-3.0742758109033463,-0.1467927578597772,0.35643166714318575,-0.9877298447257612,2.6961682642088505,-1.8208711310514554,-1.3838035509092106,2.5777589222783366,-1.9271471711756325,-0.5625313940653593,2.0030821226779425,-0.5109193416754181,0.26751654457694585,2.5573769323565383,-4.73820899903668,1.3918738938124529,0.9707210027539039,-0.8433906137392251,-1.6521278789320517,0.23787074982597556,0.2115896268774593,1.733383539833075,-1.0452556208479065,-0.21839456216915742,1.0467437318363677,-1.148907832020313,0.5571706786643631,-0.21073044740212854,2.3322397664779757,-1.962310719250346
AEE,0.5411090564760741,0.5650060265440473,1.9139196940982757,-2.4643453178575943,-0.8740842389253696,0.9952797195849996,-0.23607910034053647,1.9938189095924272,-1.0514621565860454,-0.0864144962363822,1.4785687278346824,-2.2916780878797023,0.7993448675751171,-0.012208213084222486,-0.6601538570921894,1.5203980284825196,-0.9940542409454096,0.48930497666874206,0.938650574090337,-0.8350686112816916,-1.0508551532134387,5.7990554811070965,-1.2446922983149218,-4.47097561830648,0.437676886500709,1.0512845363547116,-1.8230801967960857,0.1729391965122784,0.7658263939343763,0.4558582310151005,-1.133141618564995,2.8184629876272584,-0.4266141110751871,-1.754108924441006,0.4528514025446251,1.7386510310499297,-2.7006717985618076,0.33766243952781494,0.12346629745362048,0.14761947250980967,3.2883187481463168,-3.362017322429553,-0.4472627377654783,1.8705989708700193,-0.7626556522254644,4.898598190572816,-5.561235186493468,1.8239782506603275,-2.3232956133539746,-0.13829236851859772,2.6486263431898482,0.9609842701452749,-2.3509543074440273,1.4871604804092442,-0.3704961694110107,-2.621424009869183,1.7815629139712366,-0.8514629275636914,1.346719066729829,-1.588684360530281,2.107850193397562,-1.2804651569525074,-0.3668273528283317,0.726976103072011,-0.6387714699659419,-0.18878160380271236,-1.1899549675765675,0.1038132824896123,1.8238949231783428,0.22339211042409346,0.05126657204759866,2.5463972459830853,-3.2309798947605044,-1.5104704567830969,1.361965796205208,-0.7056541955894424,2.2186059607174453,-0.7576826215892307,-1.7457498407613334,-0.23788649450201893,1.5064168197937935,-0.5791175358593446,-0.31884344974984735,4.373441173571829,0.9376439950800002,-2.7267558427640015,-1.5749612116273957,-0.9567929650320224,-0.38661216394076536,3.4651958154374514,1.354848146797261,-4.244514145745755,-0.4093508539948667,4.726494285620971,-4.330855534005568,3.4738929106223058,-0.3784626199793326,-2.5075429323215905,-0.05901679368915236,0.14309267246300372,0.8821248464288356,-1.1619837213601842,0.6336645369631828,-2.032658272270733,1.589648388638098,-0.8296516208407478,0.8900345828664928,-1.233270060931095,1.6469887263941656,0.3349982876576725,-0.9521459795731824,0.8509666356271417,-1.2396095144296533,0.034811675255046914,1.6238546120413089,-1.3554433040062133,-0.302627702351991,-0.19337441117303467,1.1504797326077956,1.8981130737742387,0.038344815424739664,-3.3602132257870307,1.3486650137772997,3.1522470190348706,-3.2583095403585434,1.770260900244402,-1.269608300863279,0.21105766733606046
