,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-13,2020-04-14
D,-0.00127982099194027,-0.01662984464124854,0.005684458949087978,0.0019976283430487834,-0.007373652443942168,-0.002594048190499357,-0.0003518918392595308,0.009176456227022059,0.005714260801977041,0.012385689343487018,0.012401911194159542,-0.012811946235492425,0.016514771046049044,0.003705718027526135,0.008535513571607959,-0.02238309652475144,-0.01621315594846266,-0.04846639520478878,-0.020300785521666045,0.07003943389445154,-0.004536829908318836,0.056986765179419384,-0.0022891675786806936,0.021201359128534446,-0.012506055993975038,0.001805724406283491,-0.028307729867788463,-0.042818824716862415,0.03013159099378084,-0.03689670732965621,0.14545973398758338,0.06757118662454906,-0.10108847491811501,-0.06664809283666347,-0.1150350342794116,0.04536769321818235,0.03871655770389948,0.07621460509409171,0.04236806398504508,0.0339210743304716,-0.045863085550455845,0.012744347784580824,0.032098752846063415,-0.012915073013609796,0.03563447650581395,-0.028956695643840524,0.05588551953724345,0.03764465455763434,-0.01327543070819998,0.005147036480380722
DE,-0.007212801917110248,0.0192152160760085,0.005494914101298022,0.00065185546875,0.00017918277162207893,0.010693251877350728,0.0068597774184006735,-0.000988361447356468,-0.0005853102139668734,-0.01615638047914723,-0.006571032764832519,-0.009429473418731231,0.006494339402119579,-0.0026980550640635843,-0.0037678622525178862,-0.03211754567622723,-0.008081772166728115,-0.02682474797472981,0.007663098028561224,0.03799392141317723,-0.03991723077020211,0.01134955202623255,0.001511084117592299,0.06381320708581763,-0.013222778629503518,-0.004048256289617747,-0.03294664248997532,-0.034148152669270834,0.007467658180096422,-0.031073433629594808,0.031840357781317455,-0.03063996451962432,0.059876014569237565,-0.06710685411113794,0.007980456240159261,0.0735281336923142,0.020734098321369524,0.07529949574629571,0.0008148193359375,0.03298708650211014,-0.02697374239653141,0.011272549370000605,0.045533024044582995,-0.021374866741777934,0.013490631709332465,-0.03499995051203547,0.011648762200694301,-0.010388367680458907,-0.013965268335354135,-0.015536973228660206
DGX,0.005755907685906363,-0.010142343186587632,0.0022375368521322598,-0.00799355116580188,-0.003487119120338422,0.002875109488320583,0.002319583769515909,-0.012175570192499827,0.012000377236139498,0.005076591565917616,-0.0008874443282368699,0.0042478173179964045,-0.0020341678389879944,0.0027472988129137715,0.004740173426970432,-0.020668870413116845,-0.010441948608825292,0.01788666884682699,-0.02946560447174122,0.04795286121184705,-0.03241605984478269,0.04620407891301792,-0.022147106331313834,-0.04125299423054772,0.007336715110476137,-0.0589380855053927,-0.046467091988953095,-0.03459687998909644,-0.00030998355108896207,-0.026042814408907693,-0.0271948046424804,-0.05305628123924493,0.032279001281198046,-0.07156963211048689,0.014582795931099334,0.01368111120508439,0.010098341457667784,0.10494293256238418,-0.027166272287725723,-0.0014426874986987013,-0.013998027449331603,0.03250748063674892,0.0005166423490609961,-0.046541886587044036,0.03826364284005139,0.0010802204466492243,0.04571424211774554,0.00865164767490344,-0.03720615420284298,0.029714268275669642
DHI,-0.011111108256867066,-0.019217705489407825,0.038093556492785084,0.013208444786675131,-0.003447694713490933,0.009683245521628074,0.0008089182324812609,0.005714260801977041,0.001298879950628812,-0.0038678141292576834,-0.001937028739417756,-0.004023820951265017,0.0029093309889006306,-0.004023820951265017,-0.010803729673655116,-0.0401520206013821,-0.008587481014260188,0.0023326945843003266,-0.024180247135640334,0.018766297695233896,0.008892952668536585,0.03316868486226103,-0.012020948136998933,0.00164504028685743,-0.04156099645102896,0.011505689998220919,-0.06726642661605778,-0.049442491125003825,-0.055061334626728804,-0.08010567203365888,-0.031928048136610154,-0.004496684934373616,0.058180521263036016,0.014877072552963314,-0.041815264167782376,0.017006779049644972,0.07833426367956099,0.04664179047572182,-0.013903754987920465,0.0024489837438881803,-0.06823791624915648,0.0021465714049081737,-0.012121258359966856,-0.001243036517961439,0.07748531146389004,-0.08945925883466467,0.06414394288806177,0.0019531697471403273,-0.05388196581627791,0.007273662485489176
DHR,-0.006172839506172839,-0.0030015650423526035,-0.005434115253888625,0.0018328633014546936,-0.008568418518355606,0.0038802961347878494,0.0006112657024532435,0.0016507965058156176,0.0010413364100784839,0.015419472467701933,-0.013771082918937003,-0.0032230526114576394,-0.019696606954099027,0.016132115771789583,0.009787535367622344,-0.03854689656847016,0.005151567006348809,-0.018685371623032063,0.01702305927549949,0.03702432711584835,-0.02831930423779111,0.03586129519737271,-0.02294414044230541,0.022033994645607444,0.007757981052602313,-0.014814297052422296,-0.015122602450140441,-0.00739319729489944,0.036051865794216216,-0.017700500296626908,0.016585619189230166,0.031723047811733567,-0.027333943103288485,-0.016444230536937138,-0.10709818231284637,0.027037724822937377,0.021001133627040317,0.0516495809127776,0.03317674484639054,0.02384771119817001,-0.01669501944043083,-0.03494303869812415,0.06736029574021093,-0.0025094957775084175,0.013857160295758928,-0.0480451251802581,0.023267313044871254,0.008233032355622913,0.014791700575086806,0.016706762965764493
DIS,0.010945089860289128,-0.005223793641692519,-0.03567538041325295,0.005496045584557744,-0.006131475938613404,0.011061459066131374,-0.012880724662667016,0.0036083895488843725,-0.0019126179497276018,-0.01105607902127471,0.0008631500035946291,0.01196016694511251,-0.008896488894903007,-0.00636350197171789,0.0008276946230504858,-0.041570075204439255,-0.021883936537618474,-0.014773363484969437,0.027421180080957796,0.007135113935304295,-0.0387949196734657,0.0018493714054831465,-0.024644850576552677,0.04071862061982286,-0.03993011196797802,0.03108233725975435,-0.02684003026988016,-0.05951654399222712,0.017265309434861563,0.0349673091259357,-0.023695242172743186,0.013814439598780412,0.0787500034679066,-0.10428164110433959,0.015031415606243407,0.06270985379294024,0.0006954072350244526,0.044927092105850566,-0.04031852210458582,0.03958336512247721,-0.036120561788959775,0.015187146191928475,0.02940556647770281,-0.025231028623974378,0.023853584658312405,-0.03452224609490105,0.005371540058533766,-0.031690124415971674,-0.011555716694224342,0.00502368511181872
DOV,-0.008114477796205366,0.010148305660978933,0.011625957138132704,-0.010213425052134729,-0.00025565689648132363,0.01094577349558573,-8.405156496192227e-05,0.0,0.004705861836922269,0.001253040907410404,0.006293530347602569,-0.024217739459232394,0.017960986204316128,0.010148888695171549,-0.0051926100187714135,-0.046686873383503406,-0.025816273854983442,-0.008759539617735493,0.012815411978269462,0.03888570689943627,-0.0159173329574148,0.029480128382142635,-0.012048201356161045,-0.007335680904447428,-0.001703797847618794,0.03767549163251171,-0.017985610946683158,-0.03702037598568521,-0.001760022612077656,-0.050625038146972653,0.04307017905241702,-0.07543670106423797,0.025938282279628966,-0.07884111422103607,-0.00562815833907124,0.07462249582001343,0.06840774243455465,0.027319086732949888,-0.032010472438475504,0.05403076171875,-0.006509592096925911,0.00515274178310754,0.011419199458350343,-0.03239520246094981,0.03645264045178708,-0.0387814409144296,0.03727716280490751,-0.011388752227911369,-0.04352159659311638,-0.008142047022711403
DRI,-0.018867917154400567,-0.0028475436430467705,0.013544988743171327,0.02983553604772413,-0.0065020651483732,0.009699868531784346,0.0027894328409852403,-0.0016306936416508578,0.0012282500254740055,-0.006286775402977221,-0.005529925537212377,-0.001076047148787658,0.002325571227145639,0.009334848190123642,-0.010076387481258045,-0.05648431529470694,-0.043163554648725025,-0.04690646896545264,0.01015337122894516,0.010741719199568414,-0.032091028972638935,-0.015432474842753877,-0.0684250234433563,0.04356576597602598,-0.05653709524676727,0.02151864767048715,-0.11182800285911669,-0.06034624389539406,0.021263299403044004,-0.1550481169943514,-0.1597194584567249,-0.08097924320179246,0.2576341163547146,-0.14285714285714285,0.028836451363615536,0.1941058744561436,0.03159196823769671,0.03556774704747452,-0.03376347636054277,0.07183253191608414,-0.04288229131762858,-0.08508944024284226,-0.0425669286509819,0.028028883741500463,0.06504066490482446,0.02290075830676149,0.022683395284319834,-0.05340598525260625,-0.06323077862079327,-0.035032309348657135
DTE,0.006318603770770533,-0.0039661860534510015,0.00335815618446772,-0.0051886809064901835,-0.006543200125046284,-0.00201901543988078,0.002468349358840035,-0.00044839441236113457,-0.0008977280759794766,0.0017939799148228093,0.0008175627129569298,-0.0015639207371376765,-0.0005222736885365206,0.00723933826062929,-0.013147102469013645,-0.03545882369297288,-0.028355513065691416,-0.04845990208543707,-0.03989339051235678,0.03157329907458405,-0.031201759219677848,0.0430108217870192,-0.00895063084570119,0.02852081063249862,-0.06365297166264354,0.033489598741893764,-0.01783021299743039,-0.0499114708633821,0.013344606591728887,0.025061750174476476,0.0376892689096292,-0.08158393482745882,0.11066320799454993,-0.041681118504448784,-0.05592424215713064,0.07464907356043497,0.07672607817654035,0.06860076741690863,0.02912316275201591,0.010364832408397463,-0.032300837262664445,-0.0428168251194119,0.02411849046517791,-0.007856986312388754,0.05007654555717707,-0.023351373515871625,0.061107724242867006,0.06012963812787221,-0.012184045452281682,-0.019192519585478972
DUK,0.00040971951913010366,-0.009738642213395605,0.007467343231448235,-0.0008246761085763248,-0.010077155341219474,-0.0013490790016039463,0.006433486557200389,0.009692666317530229,0.02351500980643599,0.011182059467228186,0.0036398928837527225,-0.007826286853886125,0.002569952959733055,0.010855604995992177,0.002155184333433235,-0.03160672544771059,-0.003525012296241803,-0.03160361494400029,-0.017149046636451105,0.054773557659449974,-0.009838411063191235,0.05129795179680956,-0.0023912073985893714,0.01641873939067872,0.0008465802228009259,-0.00616892870823756,-0.020992539143664727,-0.058823513666662296,0.008940059848699085,-0.03430014017689034,0.09442603710926539,-0.021355429099043026,-0.05144084369992065,-0.09822013313268578,-0.033739989220707735,0.06700489062276738,0.04944509794003139,0.07994150188659561,0.02768170826477666,0.025937315917993434,-0.018089176198623966,-0.004491766970556529,0.03872823593685381,-0.029490682165061018,0.0334520117214357,-0.04059879508561003,0.062111801242236024,0.04404621455021676,-0.02489112421802748,0.0120886710916132
DVA,-0.009749984741210938,0.005358927176267258,0.017963291951366957,0.006543086435411485,-0.018344246455038595,0.017084554808515888,0.05357142857142857,-0.029559414174844614,-0.004731721348982587,-0.004976279214814286,-0.0035005301405606937,-0.00011698404947916667,-0.004468978700144243,-0.0016621989013781006,0.0018135839383302131,-0.02537278159492137,-0.006862715307174296,0.0029114348978935916,0.00818294454205943,0.05748458202035506,-0.055068276944784486,0.033104232298042165,0.006827247621969929,0.038974226553994025,0.015255076522204156,-0.019800727414505125,-0.013570471127667712,-0.025834964625569428,0.06387445857374457,0.05499996858484605,0.024965813444345702,0.06556212225072532,-0.04022609201544313,-0.08785967910498904,0.015917150268420048,0.0063031412706173705,0.03174597301073688,0.039323481825695374,0.014856980626188782,0.02992318570762195,-0.006660599951196586,-0.014122771919435085,-0.020754949780858158,-0.05536337851058293,0.05575378948702135,-0.005113360191557267,0.05685250490247796,-0.026161682784420107,-0.010887166281932578,0.021814304110019157
DVN,-0.02396315389314453,0.0050574993265086205,0.04137012117942704,-0.014906319773990555,0.010558723095097401,-0.007048451190950127,-0.013043445089588995,-0.003854396193471313,0.01436656219289465,-0.026450547146215114,-0.015111117892795138,0.008880943673421267,-0.008060918306797157,-0.03364061861378828,-0.037631710412228465,-0.07444031577195695,-0.06435374772641812,-0.01010738143924456,0.0877427621678109,-0.013309208201114154,-0.02651044202865233,0.0068111834643853125,0.020473428821575226,-0.11807387730011024,-0.0852458760098265,-0.0394456163160863,-0.0011876756284113395,-0.0631443599874646,0.07011066258311072,0.06619722159744613,-0.14999998431456696,-0.07993201664648218,0.18874771663377557,-0.09792282935087038,0.026578047827083954,0.08970582934812014,-0.029810333823480573,0.006839971426299533,-0.09365995533258877,0.03084416589722487,0.034431141464668184,0.03348550752564415,0.06858710598304396,0.009638544803331104,0.04018914315068516,-0.09176226281951072,0.0420819629765243,-0.042574286033166334,-0.05360625521104924,-0.0329087491619916
EA,-0.026776608741562725,0.0059188015686562345,-0.007365154037275021,0.01102938340609541,-0.0007328188366448554,-0.00293523853125683,0.0008261034401672683,0.00045594102847328766,-0.002840175754965799,0.007254370105216285,0.0033917202218615976,-0.0029064459514904933,0.004414971690118587,-0.0044243316157291405,0.018848126320981873,-0.021723022101446297,0.0016923684105193827,-0.015428851307083097,0.010768788724654173,0.048763749116878106,-0.00028114314389232067,0.032690007254582584,0.006575954285787551,0.011460791504731659,-0.006301067161281585,0.01952658479037336,-0.004231869920213098,-0.015191501503302195,-0.017014384661965042,-0.005830297771351183,0.04159394379318344,-0.014098370661501025,-0.009785590099083986,-0.05745875482554666,0.06396966063777587,-0.05699996948242188,-0.04159092740744801,0.09649602752012888,-0.012016948589909567,0.009507138888650178,0.024337838543164046,-0.00863995220422272,0.04271154440957079,0.0001945751671624796,0.010627220353623417,-0.007560884713528798,-0.0014024675153283422,-0.0018867636626621461,0.03454804991162107,0.002057206809132071
EBAY,0.01896294487847222,0.06581200779806752,0.007325025862529325,0.00715612141636587,0.01032651166554167,-0.004422328525774511,0.006629775102525256,0.013919272508900614,0.0037786610669723916,0.015171671531920294,-0.010710550169449096,-0.013147515541656937,0.009373285288988857,0.023031617751398406,-0.009832653098050084,-0.02278215646024735,-0.003260058193562147,-0.03070540977866737,0.016133741114659237,0.03870595591941975,0.027707855895618437,0.031350535723740684,-0.006936988386038004,0.019042294108359625,0.04409171016509162,-0.012332166134292182,-0.009103831605487174,0.008857577457633735,-0.01620832332734354,0.0440415335058718,0.01587303065952463,-0.010120227504099261,-0.05942163878888996,-0.0650847483489473,-0.033394489813288415,0.010960877890457146,0.025668871863269997,0.05898877570852176,0.022011500285004256,0.018615273651262552,-0.03126010954684213,-0.01908655293217471,0.030720368948040644,0.008919390472875245,0.016628634744479027,-0.014339182218374758,0.036420657022609056,0.012874260045844892,0.013706543991167792,0.008180561615968139
